f,sscd21,sscd11,sscc21,sscc11,ssdd21,ssdd11,s11,s21,s12,s22
2995991983.9679356,(-0.005893220194183202-5.549288233819283e-06j),(-0.008488354431083402-0.007037920214962863j),(0.7588619662720433-0.575193170727659j),(-0.056222311998598166-0.06706727054153644j),(0.65350079884786-0.5881380204585785j),(-0.2547322958473811-0.24863569913721478j),(-0.14698894949190644-0.1508135646244127j),(0.052680583712092+0.006472424865460013j),(0.052680583712091396+0.00647242486545941j),(-0.16396565835407265-0.1648894050543386j)
3004008016.0320644,(-0.006100857154405281+0.00047761764889392433j),(-0.009237279403016177-0.007003785359949152j),(0.727352463734098-0.6136581207631553j),(-0.06323832460200056-0.06871274859960604j),(0.6158414842462092-0.616737705473263j),(-0.28125261308205346-0.2500643326297548j),(-0.16300818943901077-0.15238475525473094j),(0.055755489743944155+0.0015397923550537042j),(0.055755489743943884+0.0015397923550541787j),(-0.18148274824504382-0.16639232597462938j)
3012024048.0961924,(-0.006249315495794883+0.00099868312453949j),(-0.009960932733255816-0.006891801575839351j),(0.693927783345708-0.6503567316997223j),(-0.0703786494254624-0.0696169505579117j),(0.5776363591951005-0.642530355336401j),(-0.3073173644869356-0.24871000343839533j),(-0.17888707422294306-0.1522716754223141j),(0.058145712075303516-0.003913188181660633j),(0.058145712075303516-0.003913188181660171j),(-0.19880893968945504-0.16605527857399296j)
3020040080.1603208,(-0.006333898386822301+0.001548182039933621j),(-0.010652161810121866-0.006708584830650614j),(0.6586929856690482-0.6851995046509998j),(-0.07756518363397506-0.06977278322585634j),(0.5391190656435801-0.6656598954742805j),(-0.33265777244166383-0.24472880907027714j),(-0.1944593162276978-0.15054221131741624j),(0.059786960012733974-0.009769804588358709j),(0.05978696001273272-0.009769804588359007j),(-0.21576363984794095-0.16395938097871776j)
3028056112.224449,(-0.006351538387409372+0.002116380684136887j),(-0.011305200893551082-0.006461086860870262j),(0.6217562800612395-0.71810401818615j),(-0.08471988176443887-0.06918133347536418j),(0.500485091512165-0.6862854326919939j),(-0.3570402690249008-0.23829483471086638j),(-0.20957487450111875-0.147276997232245j),(0.06063559427453723-0.01590929274707821j),(0.060635594274537304-0.01590929274707792j),(-0.23218527628822078-0.1601991709539857j)
3036072144.288577,(-0.006300714180444034+0.002693539140982082j),(-0.011915575252836694-0.0061563492685765j),(0.5832284489398161-0.7489948453283073j),(-0.09176559934436816-0.06785174287334376j),(0.4618931426810222-0.7045744054815728j),(-0.3802650711469222-0.22959368233618016j),(-0.22409975999280868-0.14256636333618533j),(0.06066765312939741-0.022210219923367344j),(0.06066765312939653-0.02221021992336758j),(-0.24793091049848193-0.15487906187333803j)
3044088176.3527055,(-0.006181335645465247+0.003270131391815201j),(-0.012479973636181821-0.0058013027519325105j),(0.5432223176531712-0.7778034149918573j),(-0.09862690416607188-0.06580099891327032j),(0.423467398266253-0.7206967401731076j),(-0.40216388495300154-0.2188170496255932j),(-0.23791542092335483-0.1365077215174994j),(0.059877459693458854-0.02855333740937509j),(0.05987745969345888-0.028553337409374213j),(-0.2628753681957188-0.1481103270213637j)
3052104208.416834,(-0.00599460935856061+0.0038370235868283586j),(-0.012996101437059801-0.00540261128353408j),(0.5018522755407167-0.8044678270325621j),(-0.1052308479155409-0.0630536494201647j),(0.38530034527088547-0.7348200175629525j),(-0.42259704872931836-0.20615836811349192j),(-0.2509178468853696-0.1292033974832944j),(0.05827596513491485-0.034823904734804755j),(0.05827596513491561-0.03482390473480382j),(-0.27691004975948974-0.1400086200503623j)
3060120240.480962,(-0.005742894537694859+0.0043856132880065735j),(-0.013462524917494972-0.004966558730166888j),(0.45923385221744084-0.8289326305372926j),(-0.1115076920595213-0.059641447106671706j),(0.3474559385929663-0.7471055941984858j),(-0.4414503748225024-0.1918094497749387j),(-0.2630165085235169-0.1207588897106383j),(0.05588895681223713-0.04091351816940279j),(0.05588895681223679-0.04091351816940267j),(-0.2899415583585069-0.13069200717097237j)
3068136272.54509,(-0.005429557273010116+0.00490793396113437j),(-0.01387851473869163-0.0044989739372638185j),(0.41548335156634353-0.8511485751952153j),(-0.11739158306082963-0.05560293145747985j),(0.3099728857306935-0.7577055836502251j),(-0.45863189912381214-0.17595805252040303j),(-0.27413322635362897-0.11128151805167766j),(0.05275523291782467-0.046721495772495396j),(0.05275523291782554-0.04672149577249474j),(-0.30189025583101275-0.1202794659262051j)
3076152304.6092186,(-0.005058828798049003+0.005396729764608532j),(-0.014243895047167512-0.00400518952865065j),(0.3707175444028086-0.871072345580455j),(-0.12282117308839126-0.05098295513403025j),(0.2728679068714863-0.7667605821247125j),(-0.47406869697327125-0.1587862541004102j),(-0.2842010399836638-0.10087941508856947j),(0.048924818765661286-0.052155881727870945j),(0.04892481876566089-0.052155881727871306j),(-0.3126888300779987-0.10888979414587116j)
3084168336.6733465,(-0.004635671697731991+0.0058455059142147325j),(-0.014558902598199253-0.003490029428860706j),(0.3250534193175762-0.8886662879532488j),(-0.12774018338660942-0.04583216194595069j),(0.23613886705810133-0.7743980155158621j),(-0.48770388027050876-0.14046951648661246j),(-0.2931631292303599-0.08966080978742076j),(0.04445727612973774-0.05713413621869337j),(0.04445727612973746-0.057134136218694245j),(-0.3222809344267582-0.09664086864514268j)
3092184368.737475,(-0.004165656373161547+0.0062485597512398905j),(-0.01482405892975229-0.0029578202424617416j),(0.27860798983575663-0.9038981387714815j),(-0.132097908346285-0.040206423159061644j),(0.19976771616831285-0.7807309875250685j),(-0.49949385379125366-0.12117632489599488j),(-0.30097182213901724-0.07773355378506665j),(0.03942013683372202-0.0615835756232061j),(0.03942013683372168-0.06158357562320654j),(-0.3306199399985215-0.08364919426999022j)
3100200400.8016033,(-0.0036548488045537175+0.006600997239099626j),(-0.015040057442725921-0.0024124219860326354j),(0.23149815476948707-0.91674076351943j),(-0.13584965906069424-0.03416623853433465j),(0.16372320413266134-0.785857517436304j),(-0.509405879621815-0.10106829380243343j),(-0.3075877118985287-0.06520484418235152j),(0.03388747531841256-0.06544162304156284j),(0.03388747531841338-0.0654416230415637j),(-0.33766782678398055-0.07002968815441735j)
3108216432.8657312,(-0.0031097096550623538+0.006898739064820025j),(-0.015207666380621307-0.0018572741543054251j),(0.18384060750631626-0.9271719137295857j),(-0.1389571457473721-0.02777610805146692j),(0.12796336354721338-0.7898600688557085j),(-0.5174159768573308-0.0803006437608555j),(-0.31297889492173003-0.05218110175185585j),(0.027938621979551173-0.06865592243693887j),(0.027938621979551936-0.06865592243693981j),(-0.3433942276829728-0.0558956500604669j)
3116232464.9298596,(-0.002537004004815685+0.007138519902752494j),(-0.015327648098552193-0.001295453630680449j),(0.1357517889769819-0.9351740092188795j),(-0.1413887988668717-0.021103879798515163j),(0.09243777046030269-0.7928052852686974j),(-0.5235071684239373-0.05902296556340203j),(-0.3171203355468522-0.03876796905027833j),(0.021657009258339494-0.07118436197509036j),(0.02165700925833951-0.07118436197509026j),(-0.34777563174395704-0.04135887631163906j)
3124248496.993988,(-0.0019437204563498914+0.007317883759678678j),(-0.01540069462614356-0.0007297414650133099j),(0.08734787819078754-0.9407339516066509j),(-0.1431200290798218-0.014220079037518854j),(0.057089607647346274-0.7947438633199755j),(-0.5276680770379185-0.03738020066287363j),(-0.3199933584327271-0.025070398385182914j),(0.015129135271721083-0.07299504414333731j),(0.015129135271720107-0.07299504414333631j),(-0.3507947476850133-0.026529881315209468j)
3132264529.058116,(-0.0013369979678406509+0.00743517769389157j),(-0.015427379317146966-0.00016269599924310062j),(0.03874481351753818-0.9438429741483007j),(-0.14413342636443202-0.007197223014573991j),(0.021857564167974162-0.7957105094921167j),(-0.5298918668218646-0.015513777932322753j),(-0.32158526727600134-0.011192804474205332j),(0.00844362467478179-0.07406623232809185j),(0.008443624674782258-0.07406623232809248j),(-0.3524400259102953-0.011518196472692052j)
3140280561.122245,(-0.0007240585134802796+0.007489545600907976j),(-0.015408124299460826+0.0004032698010826973j),(-0.009941662665019977-0.9444965318250034j),(-0.1444188986844771-0.00010912569754361191j),(-0.01332238864761148-0.7957239399621451j),(-0.5301755249286877+0.006437143956463902j),(-0.32188908750712175+0.0027607393283775408j),(0.001690362991296122-0.07438629593142908j),(0.00169036299129543-0.0743862959314291j),(-0.35270533610604315+0.0035672789305425064j)
3148296593.1863728,(-0.00011214351069814207+0.007480923188320776j),(-0.015343183454797057+0.0009658086686651982j),(-0.05859594375348888-0.9426942344932951j),(-0.14397375057424067+0.006969803683586483j),(-0.04851530065154534-0.7947868967646605j),(-0.5285194777445397+0.028334372338038535j),(-0.32090343070459315+0.01668627934214749j),(-0.005040321550971577-0.07395366886431776j),(-0.005040321550972118-0.07395366886431834j),(-0.3515897976141869+0.018617896679477962j)
3156312625.250501,(0.0004915481296438387+0.007410034718027203j),(-0.015232640734053823+0.0015225586892138442j),(-0.10710249119308102-0.9384398247333179j),(-0.14280270191575484+0.013965264633047028j),(-0.08378557945663614-0.7928861661006952j),(-0.5249275380162743+0.05003935393363902j),(-0.31863247923196086+0.030479750594129083j),(-0.011658455868222936-0.07277682931631155j),(-0.011658455868221847-0.07277682931631202j),(-0.3490977607000683+0.03352486797255667j)
3164328657.314629,(0.0010799224963583265+0.007278391565837483j),(-0.015076423721614135+0.0020710638948427795j),(-0.15534576742887937-0.9317412008541615j),(-0.14091784705189675+0.020803768371623635j),(-0.1191953130918027-0.7899925969474069j),(-0.5194071818255062+0.07141186338917549j),(-0.3150860907170872+0.04403675198555692j),(-0.018075227168537947-0.07087430195337732j),(-0.018075227168538825-0.07087430195337732j),(-0.3452389381603157+0.048178879775241955j)
3172344689.3787575,(0.0016460558457973562+0.007088292125137341j),(-0.014874332471213128+0.002608697435163315j),(-0.2032101776983385-0.9226104843318266j),(-0.13833855423438313+0.027413336254454385j),(-0.15480253225583968-0.7860611303526785j),(-0.5119701570052073+0.09230874537129238j),(-0.3102800231485821+0.05725234337771j),(-0.024203822721249577-0.06827467698957394j),(-0.02420382272124924-0.06827467698957425j),(-0.3400286880910082+0.06246973824803738j)
3180360721.442886,(0.0021832644819878844+0.006842822050840303j),(-0.014626083719162616+0.0031325891033308663j),(-0.25058002866487017-0.9110641297809503j),(-0.13509130527679747+0.033724189964644935j),(-0.190659367632386-0.7810308622548091j),(-0.5026334266714361+0.11258275203879776j),(-0.30423628225495425+0.07002088189839048j),(-0.029960330516242323-0.06501663376307064j),(-0.029960330516241772-0.0650166337630706j),(-0.33348844969327907+0.07628606010505233j)
3188376753.507014,(0.0026851812226112715+0.00654585329287205j),(-0.014331370608501051+0.003639559232964055j),(-0.2973395115849079-0.8971230744085544j),(-0.13120947519729936+0.03966942961087369j),(-0.22681006132179188-0.7748251756176141j),(-0.4914204522968144+0.13208152363158093j),(-0.29698359313855593+0.08223591738826308j),(-0.03526472513155834-0.06114894939546982j),(-0.03526472513155735-0.061148949395469526j),(-0.32564633435555806+0.08951503585419103j)
3196392785.571142,(0.0031458400703276435+0.006202039799603654j),(-0.013989937998454369+0.004126061312890884j),(-0.34337271724908325-0.8808129227788675j),(-0.12673305161959092+0.045185695553647376j),(-0.26328879717387116-0.7673519912726408j),(-0.4783628193926125+0.15064676816731873j),(-0.2885579975076472+0.09379017054759203j),(-0.04004196003760584-0.05673046575311321j),(-0.04004196003760618-0.056730465753113024j),(-0.31653787350455587+0.10204229317337513j)
3204408817.6352706,(0.0035597703398325686+0.005816807182969674j),(-0.013601673252513588+0.004588136075219431j),(-0.38856368934183116-0.8621641616483382j),(-0.12170829377780089+0.05021380940688071j),(-0.3001173233500948-0.7585042010928116j),(-0.463502204513334+0.16811370647589732j),(-0.27900357589305363+0.10457562186616948j),(-0.04422318299586815-0.05182998027776354j),(-0.0442231829958687-0.05182998027776402j),(-0.3062069223980811+0.11375189401660872j)
3212424849.699399,(0.0039221009729324685+0.005396333041053247j),(-0.013166712057519403+0.005021380275283101j),(-0.43279652212389486-0.8412123986247269j),(-0.11618733116110477+0.05469938923095793j),(-0.33730235265611763-0.7481603617004485j),(-0.44689267398010946+0.18431086047633127j),(-0.26837329051308767+0.11448374457836154j),(-0.047747084733887966-0.046526018462139204j),(-0.047747084733889125-0.04652601846213898j),(-0.2947067146281265+0.12452650512892831j)
3220440881.763527,(0.004228675070668736+0.004947514057233371j),(-0.012685558285440518+0.005420933863150831j),(-0.4759555074593219-0.8179986174827002j),(-0.11022770215276245+0.058593433476092666j),(-0.3748327430339795-0.7361857411901546j),(-0.4286032914042977+0.19906027483104347j),(-0.2567299384930897+0.12340592029041716j),(-0.050561382212672194-0.04090643814627256j),(-0.05056138221267051-0.04090643814627354j),(-0.2821010550639705+0.1342477880167187j)
3228456913.8276553,(0.0044761737448567596+0.004477915483076245j),(-0.012159216130147588+0.005781489692675813j),(-0.5179253351883509-0.7925694421507061j),(-0.1038918334763107+0.06185286778006465j),(-0.4126764830842575-0.7224338242021855j),(-0.40872099176083265+0.2121782735841517j),(-0.24414719648842417+0.13123408098943243j),(-0.05262442605204691-0.03506780897426034j),(-0.05262442605204636-0.03506780897426015j),(-0.26846562874871904+0.14279706037478415j)
3236472945.8917837,(0.004662247210733106+0.003995698232427292j),(-0.011589331701440206+0.006097330250840943j),(-0.5585913496969714-0.764977400691196j),(-0.09724646186311851+0.064441048303916j),(-0.45077753647055646-0.7067483904107319j),(-0.387353653544526+0.2234768622423787j),(-0.2307107260023819+0.13786162502230645j),(-0.0539069066132071-0.029114505140232578j),(-0.05390690661320829-0.0291145051402322j),(-0.2538893894052627+0.1500562855239881j)
3244488977.9559116,(0.004785649588280871+0.003509518660558708j),(-0.010978339920585459+0.006362396019174037j),(-0.59783986426435-0.7352811800515708j),(-0.09036200009847382+0.06632821493554192j),(-0.48905263505862495-0.6889662857246128j),(-0.3646332669437674+0.23276588949249424j),(-0.21651929360053523+0.14318465619484433j),(-0.05439361460286232-0.023157447163479134j),(-0.05439361460286232-0.023157447163478437j),(-0.2384759734417059+0.155909448233192j)
3252505010.02004,(0.004846372163887003+0.0030283962935153674j),(-0.010329610946192377+0.006570389875880024j),(-0.6355585333965592-0.7035458619878014j),(-0.0833118504790731+0.06749188743709128j),(-0.527388153509958-0.6689210011773142j),(-0.3407190551625468+0.23985607820971871j),(-0.20168584187461763+0.14710359294752504j),(-0.05408518994330035-0.01731243040524352j),(-0.05408518994330066-0.01731243040524344j),(-0.22234506376700228+0.16024437269928507j)
3260521042.0841684,(0.004845767935371559+0.002561545451059133j),(-0.00964758851833139+0.006714921267667533j),(-0.6716367818999724-0.6698431303776395j),(-0.07617166970795186+0.06791719748858263j),(-0.5656372465733666-0.6464471579587504j),(-0.3158003592583005+0.24456301886798196j),(-0.18633842596479488+0.1495251869106146j),(-0.0529997676633027-0.011697986209444169j),(-0.052999767663302944-0.011697986209444788j),(-0.2056336030014577+0.16295502944595008j)
3268537074.1482964,(0.00478665823370833+0.0021181680237560285j),(-0.008937910654384484+0.006789692568651896j),(-0.7059662879339104-0.6342514401639345j),(-0.06901859034225223+0.06759714961540933j),(-0.6036174817708866-0.6213859643451094j),(-0.2900990468999821+0.24671218588663557j),(-0.1706209079667328+0.1503649751823707j),(-0.05117440308151241-0.006432737909412476j),(-0.051174403081511194-0.006432737909412879j),(-0.18849672927550137+0.16394436031967435j)
3276553106.2124248,(0.004673410269678602+0.0017072067632318833j),(-0.00820750124930971+0.006788727955923578j),(-0.7384415157390225-0.5968561384157601j),(-0.061930405068213006+0.06653280420563912j),(-0.6411092498831319-0.5935916576581493j),(-0.2638711569954676+0.24614498503530582j),(-0.15469327978253034+0.14955016666454904j),(-0.04866613292794419-0.0016322403788061994j),(-0.04866613292794577-0.0016322403788040854j),(-0.17110828228115005+0.16312762257639635j)
3284569138.276553,(0.004511972865793967+0.0013370614239911482j),(-0.0074646195996836695+0.006706642165919513j),(-0.7689602921957425-0.5577495284773756j),(-0.05498472127571542+0.06473337624396316j),(-0.6778552766809263-0.5629388691129343j),(-0.237407452143878+0.2427257650151516j),(-0.13873146711011272+0.14702292846363774j),(-0.04555250775740705+0.0025946703177781786j),(-0.045552507757409565+0.002594670317780344j),(-0.15366070630948106+0.1604362127954767j)
3292585170.3406816,(0.004309856759997344+0.0010152739690516j),(-0.0067188540433819055+0.006538942638011962j),(-0.797424419860346-0.5170308688992942j),(-0.048258094607626395+0.0622162440277455j),(-0.7135615825694346-0.5293307509434717j),(-0.21103252852146298+0.23634962816557228j),(-0.12292645752116282+0.14274399345864672j),(-0.04193141864545578+0.006149941022088657j),(-0.04193141864545555+0.006149941022088989j),(-0.13636416560792639+0.15582187873467118j)
3300601202.4048095,(0.004076046128870858+0.000748193695106758j),(-0.005981046206438953+0.006282353925326591j),(-0.8237403176889628-0.47480629981608785j),(-0.0418251513307997+0.05900686299722686j),(-0.7479002313559713-0.49270758648810653j),(-0.18510213898685046+0.22695075684951344j),(-0.10748259895238615+0.13669645599804386j),(-0.03792004316649584+0.00895064333600987j),(-0.037920043166494624+0.008950643336009319j),(-0.11944469136526464+0.1492611638486961j)
3308617234.468938,(0.003820829805478654+0.0005406382337418414j),(-0.005263134208360883+0.005935148169168236j),(-0.8478196793297386-0.43118869065225374j),(-0.03575771047711754+0.05513858091302079j),(-0.7805141639523736-0.4530554727511932j),(-0.1599984311870717+0.21451084121522723j),(-0.09261493662373368+0.12888956289495565j),(-0.033652757688681874+0.010933391049469318j),(-0.033652757688682616+0.010933391049470297j),(-0.1031412050404552+0.14075985923329265j)
3316633266.5330663,(0.0035555444219506627+0.0003955714109682984j),(-0.004577906958820422+0.005497460425180692j),(-0.8695801376796899-0.3862974044974641j),(-0.03012391769252504+0.050652351952298155j),(-0.8110243179036811-0.4104145348376676j),(-0.13612289785324252+0.19906706421113074j),(-0.07854550081406306+0.11936224765653387j),(-0.029277909888004303+0.01205856517010129j),(-0.029277909888004806+0.012058565170102137j),(-0.08770131473170477+0.13035716850689483j)
3324649298.597194,(0.003292227568218453+0.0003138231470191377j),(-0.003938667561925017+0.004971563445740616j),(-0.8889459234092275-0.3402579761907808j),(-0.02498740356328649+0.04559634886867738j),(-0.8390390841945583-0.36488602177436114j),(-0.11388698631408534+0.180718990127902j),(-0.06549852737676044+0.1081861060525494j),(-0.024953419607334788+0.01231402279178982j),(-0.024953419607334253+0.012314022791790523j),(-0.0733758625006116+0.11812923294402976j)
3332665330.6613226,(0.003043186898972594+0.00029387904745517557j),(-0.0033588117025230534+0.004362074069424855j),(-0.9058485044039735-0.29320170307684545j),(-0.020406479808860973+0.04002547416185313j),(-0.8641659516020801-0.3166375669558962j),(-0.09370051576270941+0.1596336369243126j),(-0.05369468608326235+0.09546748147365805j),(-0.020841276400947246+0.011717931939525738j),(-0.020841276400946036+0.011717931939525016j),(-0.060412309488308155+0.10419162961250754j)
3340681362.725451,(0.0028205004034306813+0.0003317671464997535j),(-0.002851336186185308+0.0036760635729018373j),(-0.920227192617576-0.24526514952443607j),(-0.016433387079944697+0.03400077321247041j),(-0.8860249492570431-0.2659058979964187j),(-0.07595829068172191+0.13604801436986536j),(-0.043344502694648124+0.0813483302182653j),(-0.017101121680265403+0.010320374235989575j),(-0.017101121680267457+0.010320374235993182j),(-0.049047175067017675+0.08870045736407085j)
3348697394.7895794,(0.002635472788616311+0.0004210656585013628j),(-0.002428302551946676+0.002923047958044194j),(-0.9320297047332251-0.19658956859103316j),(-0.013113608112384122+0.027588754520640666j),(-0.9042632451311421-0.21299637010906805j),(-0.06102555198894569+0.11026849958499443j),(-0.03464127749871833+0.06600557909477378j),(-0.013883229801041352+0.008203400759018889j),(-0.013883229801040984+0.008203400759016053j),(-0.03949788260261151+0.0718516750108613j)
3356713426.8537073,(0.0024980817330902405+0.0005530482285980715j),(-0.0021002894923104025+0.0021148415236534723j),(-0.9412126633601297-0.14732024661631293j),(-0.010485259595840273+0.020860624484818666j),(-0.9185700273291615-0.15827888396974438j),(-0.04922313847578728+0.08266660857407687j),(-0.02775390954350308+0.0496487750057948j),(-0.011321318015484774+0.005479318676716816j),(-0.011321318015484607+0.005479318676714338j),(-0.03195448852812499+0.05387845805310059j)
3364729458.9178357,(0.0024164540583063165+0.0007169723179848361j),(-0.0018758741122294267+0.0012652679360530428j),(-0.9477420263002361-0.09760577894504041j),(-0.008578575261169945+0.013891446486003276j),(-0.9286906274140787-0.10218002722823258j),(-0.0408133988999628+0.05367100070601466j),(-0.022820112968336945+0.032515955659956554j),(-0.009525699443078984+0.0022871241415979224j),(-0.009525699443078827+0.002287124141594152j),(-0.02657186119279598+0.03504649153206133j)
3372745490.981964,(0.0023964141513065917+0.0009005030175502325j),(-0.001761184351055176+0.0003897363631982448j),(-0.9515934327451567-0.04759728730177265j),(-0.007415491334362018+0.006759236286985931j),(-0.9344387794406832-0.04517162338845303j),(-0.035987960759051627+0.02375589778162584j),(-0.01994054169565119+0.014867830671107526j),(-0.008577326652236523-0.0012128319566602598j),(-0.008577326652235883-0.001212831956659286j),(-0.02346291039776204+0.01564730339750424j)
3380761523.046092,(0.002441144235088011+0.0010902504324807774j),(-0.0017595621582603216-0.0004952956057854214j),(-0.952752457104618+0.0025524085715748503j),(-0.00700934364405928-0.0004559922175730051j),(-0.9357059722241181+0.012243760072005495j),(-0.034858398012971234-0.006573532424707316j),(-0.019174308670254943-0.003019466715354374j),(-0.008523242440250389-0.004845675750214296j),(-0.008523242440249714-0.004845675750216348j),(-0.022693432986775765-0.004010057926925927j)
3388777555.1102204,(0.002550988091309825+0.001272385930035442j),(-0.0018713690253858205-0.0013729376780185114j),(-0.9512147634800133+0.05268965069054869j),(-0.007364683347026017-0.007673215199983122j),(-0.932467052758436+0.069549455005668j),(-0.03745063971270637-0.036797940721484165j),(-0.02053629250448037-0.020862640282715374j),(-0.009373855360789055-0.008429902157560315j),(-0.009373855360788984-0.008429902157558976j),(-0.02427903055525203-0.023608515638751968j)
3396793587.174349,(0.0027234173325125788+0.001433293115024277j),(-0.0020939529721040254-0.0022265172030166477j),(-0.9469861564839753+0.10266081848633943j),(-0.008477215544598193-0.014811404175628479j),(-0.924781557797426+0.12623234646595227j),(-0.04370364246344178-0.0664015701599252j),(-0.02399647603191604-0.038379969964760285j),(-0.011102299343274894-0.011785763989806691j),(-0.011102299343274075-0.0117857639898062j),(-0.028184381976124048-0.04283300437079341j)
3404809619.2384768,(0.0029531639492518247+0.0015602050584145877j),(-0.0024217807147523893-0.003040215798087071j),(-0.9400825270284647+0.1523132042192667j),(-0.010333862141574125-0.021790530904295554j),(-0.912790646764853+0.18180027463983028j),(-0.053472453558143354-0.09488977813187532j),(-0.02948137713510599-0.05529993871999835j),(-0.01364594013180592-0.014743535210281442j),(-0.013645940131806655-0.014743535210282046j),(-0.034324938564611315-0.061380370316172585j)
3412825651.302605,(0.003232506883946551+0.0016417808507256798j),(-0.002846722774578073-0.0037996454500830723j),(-0.9305296946894037+0.20149587207605574j),(-0.012912947314809199-0.028532554523143766j),(-0.896709924421264+0.23579795255145308j),(-0.06653537641930382-0.12180507645712625j),(-0.036877439092478335-0.07136917004005211j),(-0.016909885134070005-0.01715104023769893j),(-0.016909885134070123-0.017151040237698277j),(-0.04257088464163485-0.07896846094021784j)
3420841683.3667336,(0.0035516862069208677+0.0016685817178300616j),(-0.00335846510901585-0.004492324457784042j),(-0.9183631511284245+0.2500604855772232j),(-0.01618450108632389-0.03496237420309245j),(-0.8768188139866715+0.2878203438519201j),(-0.08260457777928648-0.14674063564613016j),(-0.04603607432378911-0.08635918046682761j),(-0.020772168570876704-0.01887992913734884j),(-0.02077216857087661-0.018879929137347973j),(-0.052753004541821163-0.09534382938239502j)
3428857715.430862,(0.0038994081078682075+0.0016334184507363902j),(-0.003945010490188562-0.005108025096392507j),(-0.903627711652667+0.2978620891943336j),(-0.02011067389178467-0.0410087318650999j),(-0.8534474178410103+0.33752273646601394j),(-0.10133919967936282-0.1693504910328555j),(-0.056779926295385-0.10007158635258566j),(-0.025090146905829076-0.01983032363584052j),(-0.025090146905829773-0.019830323635839062j),(-0.06466994727576245-0.11028763654536972j)
3436873747.49499,(0.004263398596807744+0.0015315558050005562j),(-0.004593227539275841-0.0056389787943480416j),(-0.8863770841996053+0.3447598318134021j),(-0.024646252819357343-0.04660505118606278j),(-0.8269619505635211+0.38462710436629277j),(-0.1223598918127849-0.1893560450508651j),(-0.06890984477679556-0.11234156932411551j),(-0.029707566818042246-0.019933636276445184j),(-0.029707566818041424-0.019933636276445836j),(-0.07809629985534677-0.12361952691281232j)
3444889779.5591183,(0.004630963783679498+0.0013607736295339623j),(-0.00528940530532843-0.006079938723187614j),(-0.8666733667710336+0.3906176217467702j),(-0.029739268437927246-0.05169020113252937j),(-0.7977498400526997+0.4289247149408952j),(-0.1452636688580336-0.2065488252261332j),(-0.08221206334265196-0.12303957445614395j),(-0.03446176335916713-0.01915354659706266j),(-0.03446176335916628-0.01915354659706256j),(-0.09279087395330927-0.1351994519025184j)
3452905811.6232467,(0.004989519212864557+0.0011212968345767904j),(-0.006019775890419056-0.006428112058673767j),(-0.8445864855825256+0.43530470525540993j),(-0.03533167986139205-0.0562091744487816j),(-0.7662054826438951+0.4702752624415154j),(-0.16963810739702423-0.22078978061040608j),(-0.09646511773878805-0.13207136547091924j),(-0.03919050146931446-0.017485278593050064j),(-0.03919050146931785-0.017485278593054487j),(-0.10850466951962794-0.14492758958826846j)
3460921843.6873746,(0.005327058654428396+0.0008156155272433241j),(-0.0067709755562171195-0.006682983399679862j),(-0.8201935869545169+0.47869616287472605j),(-0.041360124891353316-0.06011367377333793j),(-0.7327174405069535+0.5086030525116105j),(-0.19507409480067117-0.23200564404864768j),(-0.11144613428979536-0.1393766755113132j),(-0.04373807322378185-0.014953444818442895j),(-0.0437380732237807-0.014953444818442088j),(-0.12498808540222878-0.15274264231067272j)
3468937875.751503,(0.005632542395992202+0.000448222092212458j),(-0.0075304243994289005-0.006846056291010906j),(-0.7935783962885293+0.5206733201416678j),(-0.047756721701736074-0.06336260026806848j),(-0.6976576250433832+0.5438909112692503j),(-0.22117658721613576-0.24018303633046073j),(-0.1269362300595065-0.14492676200825405j),(-0.04796038562257259-0.011608795563790684j),(-0.04796038562257372-0.011608795563791866j),(-0.1419970788583647-0.15861887459027568j)
3476953907.8156314,(0.0058961949000739255+2.5293736813092327e-05j),(-0.0082866145167197-0.006920541549790597j),(-0.764830557400022+0.5611240715277483j),(-0.054449908519865135-0.06592244174682743j),(-0.6613727582181472+0.5761725454592441j),(-0.2475730858083485-0.24536104152272933j),(-0.14272488264738706-0.1487212000849882j),(-0.051728899590937204-0.007524236965748172j),(-0.05172889959093725-0.00752423696574768j),(-0.1592981116808262-0.1625622831845691j)
3484969939.8797593,(0.006109710469679175-0.00044565235530319436j),(-0.009029305373476591-0.006911019733817199j),(-0.734044965072949+0.599943118441989j),(-0.06136530806101887-0.0677675592389497j),(-0.6241781765683525+0.6055240522584739j),(-0.2739197678892765-0.2476229550813156j),(-0.15861323260167118-0.15078423742631564j),(-0.054933394252298325-0.002790466908242805j),(-0.054933394252298276-0.002790466908241869j),(-0.17667184334862443-0.1646062768939495j)
3492985971.9438877,(0.00626637252844342-0.0009561077178819044j),(-0.00974963207330802-0.006823101503463491j),(-0.7013211030128925+0.6370321240486916j),(-0.06842660403265857-0.06888037268792443j),(-0.5863538605464559+0.6320551907796702j),(-0.299905392007273-0.24708782005374563j),(-0.17441636594665683-0.15116099486737122j),(-0.0574836212332169+0.002488466634511776j),(-0.05748362123322104+0.0024884666345110357j),(-0.1939156300932744-0.16480719787429923j)
