f,sscd21,sscd11,sscc21,sscc11,ssdd21,ssdd11,s11,s21,s12,s22
1913827655.3106213,(-0.0018743196187075428-0.0005357575660146427j),(-0.0014953578262629705+0.001505908249078607j),(0.9595377123215696+0.10528768600281185j),(-0.007030406376116797+0.015108334085885832j),(0.9436030836590851+0.11413320748047312j),(-0.033459288620966754+0.06060810892899415j),(-0.018749489672278817+0.036352313258361205j),(0.007967314331242214-0.004422760738830578j),(0.007967314331242481-0.004422760738830689j),(-0.021740205324803686+0.0393641297565189j)
1921843687.3747497,(-0.0018315999158182161-0.0007666517517530558j),(-0.0013508977516576877+0.0005839546983731373j),(0.9637765443519875+0.054624209731358016j),(-0.005715912596429331+0.007834808759237151j),(0.9503057225852924+0.05596241030238704j),(-0.027781033999662696+0.029787894835097847j),(-0.015397575546388292+0.018227397098794125j),(0.0067354108833474315-0.0006691002855144365j),(0.006735410883347221-0.0006691002855146243j),(-0.018099371049702037+0.01939530649554098j)
1929859719.4388776,(-0.001859781403464822-0.0010073109943780944j),(-0.0013261873768711397-0.0003515194625894915j),(0.9652851202731831+0.0037983404344672286j),(-0.0051747712479775325+0.00046281686735405453j),(0.9523931915676993-0.002726130180435775j),(-0.025931903717362443-0.001560402635476181j),(-0.01422715010579892-0.00019727342147171984j),(0.006445964352742246+0.0032622353074515543j),(0.006445964352742187+0.0032622353074514506j),(-0.016879524859541053-0.0009003123466504145j)
1937875751.503006,(-0.0019598214235894695-0.0012428031188094144j),(-0.001422218472410826-0.0012824641771473893j),(0.9640576871781987-0.0470337856747815j),(-0.005413114720104593-0.006924698561652197j),(0.9498231693987447-0.06139263765477704j),(-0.027955448672246936-0.032893690060319065j),(-0.015262063223764876-0.018626730133838282j),(0.00711725888972698+0.00717942598999778j),(0.007117258889726844+0.007179425989997759j),(-0.018106500168586545-0.021191658488132998j)
1945891783.5671344,(-0.0021295583954844544-0.001458297122452469j),(-0.001636720352632316-0.002190936807661862j),(0.9600988452936365-0.09771594065929853j),(-0.006427995871436796-0.0142446227043375j),(0.9426432377969388-0.1194977957073084j),(-0.03380299529434037-0.0636693568474085j),(-0.01847877523025635-0.036766052968211206j),(0.00872780374834885+0.010890927524004954j),(0.008727803748349165+0.010890927524004872j),(-0.02175221593552065-0.04114792658353482j)
1953907815.6312625,(-0.0023638250555878537-0.0016397649953079768j),(-0.001964272946254059-0.0030598031516300105j),(0.953423509055782-0.14809270656463153j),(-0.00820743230077685-0.02141470476399091j),(0.930988388654222-0.17652155243335282j),(-0.043336136016952145-0.09336419794055054j),(-0.023807511212610495-0.054329648200641095j),(0.011217560200780042+0.014214422934360822j),(0.011217560200780175+0.014214422934360517j),(-0.027736057105117715-0.06044925450390048j)
1961923847.6953907,(-0.002654734865213282-0.0017746250561558735j),(-0.0023965919052792734-0.0038733801070794j),(0.9440567603926591-0.1980103628119937j),(-0.010730577967132502-0.028354578181648837j),(0.9150739926205752-0.23198052776401845j),(-0.05633374993067597-0.12149194116123573j),(-0.031135572043624483-0.07104987956436012j),(0.014491383886042448+0.016985082476015295j),(0.014491383886041652+0.016985082476009473j),(-0.03592875585418573-0.0787966397785232j)
1969939879.759519,(-0.002992114504725807-0.0018522808441382987j),(-0.0029229586783998153-0.004617974155713966j),(0.932033598464583-0.2473177430237964j),(-0.013968017876178275-0.03498674764333266j),(0.8951848938690967-0.2854428250823502j),(-0.07250288889133606-0.14761818264528515j),(-0.04031249470535774-0.08668449098859334j),(0.01842435229774299+0.0190625410292788j),(0.01842435229774297+0.01906254102927535j),(-0.046158412062155776-0.09592043930002447j)
1977955911.8236473,(-0.0033640429115390225-0.0018645219264107615j),(-0.003530756016303295-0.00528228215567382j),(0.9173985929203702-0.2958670463042701j),(-0.017882178745889696-0.041237526540503444j),(0.8716616220011467-0.33653935541941404j),(-0.09149253830089661-0.1713718406032449j),(-0.051156602507090546-0.10102240141620217j),(0.02286848545961115+0.02033615455757005j),(0.022868485459611666+0.020336154557574187j),(-0.05821811453969655-0.11158696572754563j)
1985971943.8877754,(-0.003757450453925726-0.001805768392585061j),(-0.0042060625144594195-0.005857636351922144j),(0.9002054501157313-0.34351458978909155j),(-0.022427846169270908-0.04703791029174363j),(0.8448848975444007-0.38497117137793996j),(-0.11290907636253089-0.19245262656869874j),(-0.06346239875144152-0.11388763207829737j),(0.027660276285665353+0.020728290794425553j),(0.027660276285665322+0.02072829079442275j),(-0.07187452378035974-0.12560290478214528j)
1993987975.9519038,(-0.004158731020224737-0.0016731567930257096j),(-0.00493425899051159-0.006338091503809241j),(0.8805165036264437-0.3901214914380901j),(-0.027552776891235708-0.05232437303544626j),(0.815259639248036-0.43051271522315665j),(-0.13633222395092148-0.21063444069387924j),(-0.07700824143056774-0.12514131536085518j),(0.032628432189203166+0.020195611892531475j),(0.03262843218920443+0.020195611892535135j),(-0.08687675941158843-0.13781749836847085j)
2002004008.0160322,(-0.004554324409559163-0.0014664795251946305j),(-0.005700604105658043-0.006720366283943235j),(0.8584021417405829-0.435554274419064j),(-0.033198393439855915-0.057039577507495734j),(0.7831995741024304-0.4730112520884266j),(-0.16133038462908844-0.22576496429299103j),(-0.09156378492881423-0.13468190461629975j),(0.03760128381907623+0.01872848883468159j),(0.03760128381907599+0.018728488834681256j),(-0.10296499314012952-0.14812263718418736j)
2010020040.0801604,(-0.004931234996039813-0.0011880004988887027j),(-0.006490745232801999-0.007003661940782786j),(0.833940185445103-0.4796853868836636j),(-0.03930054748113134-0.061132990286324j),(0.7491133402835235-0.5123830413735968j),(-0.18747448521091936-0.23776200512304518j),(-0.1068967711132235-0.1424438357639031j),(0.04241342258078925+0.016348827244965558j),(0.0424134225807896+0.016348827244968125j),(-0.11987826157882711-0.1564511596454661j)
2018036072.1442885,(-0.005277463377443947-0.0008421764875998217j),(-0.007291141322189214-0.007189387802182756j),(0.8072152307789265-0.5223936333588808j),(-0.04579033785327059-0.0645613969139074j),(0.7133927049572709-0.5486069748598452j),(-0.21434969570949336-0.2466073265253316j),(-0.12277887545919325-0.14839497391743794j),(0.04691126291082703+0.013106670750480713j),(0.046911262910828214+0.013106670750483967j),(-0.13736115810356994-0.16277374952180135j)
2026052104.208417,(-0.005582338816828958-0.00043531589100320733j),(-0.008089385624993825-0.0072808255293928745j),(0.7783179693680105-0.5635645162914048j),(-0.05259496921679556-0.06728931360925755j),(0.6764032386464656-0.5817164776308916j),(-0.24156468796374547-0.2523387593323847j),(-0.13899044296527635-0.15253321094142738j),(0.050957365360773235+0.00907598066974428j),(0.05095736536077187+0.0090759806697423j),(-0.15516921421526444-0.16709486200021462j)
2034068136.272545,(-0.005836750297021076+2.479466650173734e-05j),(-0.008874426161776347-0.007282762744162931j),(0.7473445005510755-0.6030904884370284j),(-0.05963863756488398-0.06928929433145181j),(0.6384775327505856-0.6117904428588369j),(-0.26875834762025547-0.2550413706554846j),(-0.15532406643079352-0.15488256974930545j),(0.05443348390024491+0.00434997721090422j),(0.05443348390024532+0.004349977210903876j),(-0.17307291875434774-0.16944809523762924j)
2042084168.3366733,(-0.006033282000331985+0.0005292693906632784j),(-0.009636689833221933-0.007201122751650961j),(0.7143956478054287-0.6408711187520353j),(-0.06684342941301824-0.0705421337938002j),(0.5999108411293101-0.6389438788114341j),(-0.2956040601642156-0.254838371234137j),(-0.17158705495539506-0.15548912976231802j),(0.05724240333805919-0.00096361997030096j),(0.05724240333805961-0.0009636199703002418j),(-0.19086043462183863-0.16989137526561948j)
2050100200.4008017,(-0.0061662645929532744+0.0010684869406638597j),(-0.010368121661054469-0.007042611673354356j),(0.6795762912404666-0.6768131761987211j),(-0.07413022227603687-0.07103696866389758j),(0.5609588813772224-0.6633188138222884j),(-0.3218118373919987-0.251882310703593j),(-0.18760290817296268-0.15441702801039006j),(0.059308704931622915-0.006747181188215471j),(0.05930870493162168-0.006747181188217849j),(-0.20833915149507382-0.1685022513570992j)
2058116232.4649298,(-0.0062317568696904635+0.0016324234744372057j),(-0.011062153850595766-0.006814398381403922j),(0.6429947267847264-0.7108306374104885j),(-0.08141957499848305-0.07077128059617026j),(0.5218374463004126-0.6850758577171179j),(-0.3471286363438276-0.2463469631964733j),(-0.2032119518205595-0.15174472351491766j),(0.06057864024215689-0.012877389846685116j),(0.06057864024215656-0.012877389846685211j),(-0.22533625952175074-0.16537352027772656j)
2066132264.529058,(-0.006227473430172326+0.0022109456548375928j),(-0.011713620515461737-0.006523836957144466j),(0.6047620613884019-0.7428446254628351j),(-0.08863259758994374-0.06975080592877857j),(0.48272344323601685-0.7043866759675302j),(-0.37133725620570673-0.2384201637920027j),(-0.21827130638236367-0.1475616479032464j),(0.06101930907619249-0.019228974747652724j),(0.06101930907619284-0.01922897474765238j),(-0.24169854741328578-0.16060932181753593j)
2074148296.5931864,(-0.0061526735955745315+0.0027940590873047344j),(-0.012318633483219044-0.00617823648146789j),(0.5649916521336111-0.7727832880572651j),(-0.09569179139264192-0.06798935783176766j),(0.44375698630435007-0.7214275085891144j),(-0.39425419199528144-0.22829773239127618j),(-0.23265435821074243-0.14196530863005397j),(0.06061733291463063-0.025677889734075192j),(0.0606173329146305-0.025677889734075934j),(-0.257291625177181-0.1543217815929897j)
2082164328.6573145,(-0.006008025250153315+0.0033721115872084595j),(-0.012874433123780546-0.005784679051260878j),(0.5237985956253363-0.8005816242393817j),(-0.1025218516355796-0.06550856741875602j),(0.4050442015715462-0.7363737661571745j),(-0.41572678986930633-0.21617852225980497j),(-0.24624988762866237-0.13505886578801937j),(0.059377197026895506-0.03210392904110343j),(0.05937719702689438-0.03210392904110346j),(-0.27199875387622274-0.14662822389054292j)
2090180360.721443,(-0.005795455169378433+0.0039359535445788185j),(-0.013379226076475653-0.005349884059175455j),(0.481299272463124-0.8261812693388517j),(-0.10905042567044959-0.06233755083433927j),(0.36666045569774464-0.7493956619201647j),(-0.4356299993885082-0.20226055735659476j),(-0.2589609864530036-0.12694917003629205j),(0.05731940838268924-0.038392803709343865j),(0.057319408382690104-0.03839280370934303j),(-0.28571943860595395-0.13764893815464269j)
2098196392.785571,(-0.005517995048081065+0.0044770595441832595j),(-0.013832019470427392-0.004880114892447891j),(0.43761095000423755-0.8495302481399138j),(-0.11520882140192193-0.05851250961427729j),(0.32865377550355046-0.7606547900627378j),(-0.45386296252779557-0.18673817385057423j),(-0.27070387249443106-0.11774522683997772j),(0.05447858725034395-0.04443772903858773j),(0.05447858725034335-0.044437729038588974j),(-0.2983679114352863-0.12750545662487392j)
2106212424.8496995,(-0.005179630135220464+0.004987616462368061j),(-0.014232459003430495-0.004381123145258712j),(0.392851445057562-0.8705827063752789j),(-0.12093266158430536-0.05407627170210247j),(0.2910482821927739-0.7703015319853384j),(-0.4703456244714454-0.16980005315026853j),(-0.28140668402444496-0.10755703928092684j),(0.050901581432393754-0.050140587194970485j),(0.05090158143239407-0.05014058719496928j),(-0.309871602031305-0.11631928557144615j)
2114228456.9138277,(-0.004785155283519554+0.005460583680567177j),(-0.014580676236871662-0.003858125015717563j),(0.3471388466273604-0.8892986304971038j),(-0.1261624807265293-0.049077780416259834j),(0.25384751538823813-0.7784731605443129j),(-0.48501550165315366-0.15162802181070406j),(-0.29100831495296986-0.09649477609776462j),(0.04664566561956079-0.05541273497639555j),(0.046645665619561676-0.0554127349763955j),(-0.3201696674267135-0.10421102612919828j)
2122244488.9779558,(-0.004340041420762275+0.005889731005434495j),(-0.014877148766997778-0.0033158045922909545j),(0.30059129738472323-0.9056435653346462j),(-0.13084426230238158-0.043571538424391654j),(0.21703756637512778-0.7852925121099434j),(-0.49782470041910487-0.13239649334193987j),(-0.29945733259374535-0.08466821129087497j),(0.04177686550479799-0.06017552661235146j),(0.041776865504797686-0.06017552661235215j),(-0.3292116301277416-0.09129982047545501j)
2130260521.0420842,(-0.0038503139733727376+0.006269659522021187j),(-0.015122575574904623-0.0027583390666021668j),(0.2533268312071022-0.9195883387203441j),(-0.1349299147837863-0.03761701342784823j),(0.18058997622341053-0.7908671041573233j),(-0.5087372459222053-0.11227243425114315j),(-0.3067110047780909-0.07218638477289327j),(0.03636842749184599-0.06436061728151021j),(0.03636842749184601-0.0643606172815107j),(-0.3369561559279005-0.07770306290609864j)
2138276553.1062124,(-0.0033224436099924537+0.006595810054426388j),(-0.01531776882951734-0.002189441411641055j),(0.20546326291047146-0.9311088014787312j),(-0.1383776856894689-0.0312780118236262j),(0.14446438300570644-0.7952885887669883j),(-0.517726755196126-0.09141574835709598j),(-0.3127344516132801-0.059157438678720066j),(0.03049943995238266-0.06791010635587155j),(0.030499439952382388-0.06791010635587112j),(-0.34336998927231477-0.06353632150200232j)
2146292585.1703408,(-0.002763248790445247+0.006864463259904419j),(-0.015463562685200813-0.0016124166371048517j),(0.15711812521795265-0.9401855903496762j),(-0.1411525133647185-0.0246220261279832j),(0.10861092395927727-0.7986324475296491j),(-0.5247744700069199-0.06997998703970149j),(-0.3174999290006187-0.045688589946737745j),(0.024253600629337443-0.07077657141001374j),(0.024253600629337884-0.07077657141001337j),(-0.3484270543710197-0.04891342322094699j)
2154308617.234469,(-0.002179808958985424+0.007072734702068761j),(-0.015560739133934201-0.0010302283065527391j),(0.10840864707269668-0.9468039204828678j),(-0.1432263165830801-0.01771956144983889j),(0.0729724142537598-0.8009578492993552j),(-0.5298676529442476-0.04811330683739355j),(-0.3209862456297295-0.03188620583706338j),(0.017718116409468736-0.07292303559175627j),(0.01771811640946823-0.0729230355917562j),(-0.352107723897598-0.033946662450169966j)
2162324649.2985973,(-0.0015793867641326967+0.007218567576148249j),(-0.015609970693679281-0.00044557252584301234j),(0.05945176661532315-0.9509534131168573j),(-0.14457822229621747-0.010643445824433106j),(0.03748633516678064-0.8023076080085288j),(-0.5329983431171148-0.025959608464462897j),(-0.32317831201298686-0.01785595461860506j),(0.01098271572427109-0.07432290255416428j),(0.010982715724271511-0.07432290255416461j),(-0.3543982534003455-0.01874709967029132j)
2170340681.3627253,(-0.000969357378726516+0.007300725115275519j),(-0.015611779593234565+0.00013904294185105963j),(0.010364171509906452-0.9526279629635843j),(-0.14519473196902727-0.0034681287870657732j),(0.0020866720010919593-0.8027081928120383j),(-0.5341624646258317-0.0036598021093640683j),(-0.32406681870419496-0.003703008390065924j),(0.0041387497544072525-0.0749598850757729j),(0.004138749754407327-0.07495988507577284j),(-0.35529037789066414-0.0034249225063644455j)
2178356713.4268537,(-0.0003571427972261683+0.007318784098560904j),(-0.015566513107976465+0.0007212164305859j),(-0.03873764118329116-0.9518256486763608j),(-0.1450698269431415+0.003731027792810013j),(-0.03329435310199294-0.8021697569876743j),(-0.5333592806609615+0.018646847671249266j),(-0.32364804069407516+0.010467721301443748j),(-0.002721644040649235-0.07482794584434319j),(-0.002721644040649045-0.07482794584434359j),(-0.354781066910028+0.0119101541626156j)
2186372745.490982,(0.0002498511244032331+0.007273130306336806j),(-0.015474334773049048+0.001298568750701618j),(-0.08773729372641303-0.9485486886017332j),(-0.14420501319664136+0.010878462866239676j),(-0.06872460549208718-0.8006861653587221j),(-0.5305911877178442+0.04082133828450728j),(-0.3219237656841931+0.024551331824672146j),(-0.009506344117162297-0.07393126162150537j),(-0.009506344117163569-0.0739312616215061j),(-0.3528724352302924+0.027148469326074932j)
2194388777.55511,(0.0008442971666470789+0.00716495621662433j),(-0.01533523131801301+0.0018686598179345811j),(-0.1365184533405892-0.942803442817538j),(-0.1426093057380865+0.017899129762611724j),(-0.10427037025520729-0.7982350127551234j),(-0.5258638472036938+0.06272354433099334j),(-0.31890134515287716+0.03844267722886798j),(-0.01612404154269082-0.0722842150312073j),(-0.016124041542691064-0.07228421503120715j),(-0.34957180778890307+0.042179996864736745j)
2202404809.6192384,(0.001419011051649488+0.006996260696794432j),(-0.015149035299236377+0.0024289071422230555j),(-0.184964763129563-0.9346004612534788j),(-0.14029915271656196+0.024719206618609026j),(-0.13999464317071533-0.7947776385191914j),(-0.5191866549165831+0.08421086901165942j),(-0.3145938685173363+0.05203613067291136j),(-0.02248505997942394-0.06991141136714343j),(-0.02248505997942388-0.06991141136714353j),(-0.34489193911580884+0.05689394495735807j)
2210420841.683367,(0.001967019758938371+0.006769849902297398j),(-0.014915463524855538+0.002976507882177789j),(-0.23295978655621702-0.923954576488559j),(-0.137298299176176+0.03126680008547261j),(-0.17595533245727749-0.7902591546475499j),(-0.5105735517870643+0.10513697134971546j),(-0.3090204619567645+0.06522537783541622j),(-0.028502227049469753-0.06684771092050462j),(-0.02850222704946971-0.06684771092050437j),(-0.3388513890064759+0.0711783935997715j)
2218436873.7474947,(0.0024816359250569575+0.006489338037444781j),(-0.014634171442229366+0.0035083663770454666j),(-0.28038697348912583-0.9108850386337702j),(-0.13363759026179367+0.03747263855071917j),(-0.2122033261200904-0.7846085181772545j),(-0.5000441811741692+0.1253506139173291j),(-0.30220671427575224+0.07790325985697856j),(-0.03409182368451797-0.06313826022825789j),(-0.034091823684517505-0.06313826022825805j),(-0.33147505716021064+0.08491999261106954j)
2226452905.8116236,(0.0029565401911647304+0.006159146052720277j),(-0.014304823658249408+0.004021029377057891j),(-0.3271296554420361-0.8954156885510369j),(-0.12935471362069478+0.04327075083857436j),(-0.24878038431244306-0.7777386921234957j),(-0.48762539812231254+0.14469468337679572j),(-0.2941852322132543+0.08996168773062703j),(-0.039174635564796646-0.0588384982137706j),(-0.03917463556479608-0.05883849821377042j),(-0.3227948795297534+0.0980037464847419j)
2234468937.8757515,(0.003385873048848048+0.005784495745921103j),(-0.013927180653814514+0.004510631594440567j),(-0.3730710770878751-0.8775751645446088j),(-0.12449388076789628+0.048599125995607846j),(-0.2857168232185088-0.7695469537637573j),(-0.47335313344883834+0.1630054460901628j),(-0.2849963264545528+0.10129165444844465j),(-0.04367712693468335-0.05401410539042569j),(-0.043677126934682904-0.05401410539042567j),(-0.31285068776218183+0.11031291763732598j)
2242484969.9398794,(0.003764337283738567+0.005371396106718551j),(-0.013501201496429055+0.004972854672559285j),(-0.41809447044140824-0.85739713660444j),(-0.11910544731339759+0.05340034934477164j),(-0.32302896737960285-0.759915424214884j),(-0.4572746093703097+0.18011211289110593j),(-0.27468882684542484+0.11178337644537954j),(-0.04753275153090298-0.048740856194777755j),(-0.047532751530902334-0.048740856194778054j),(-0.3016912298382825+0.12172908579049818j)
2250501002.0040083,(0.004087311490913154+0.0049266181154019595j),(-0.013027161907413182+0.005402903189634087j),(-0.46208317727079007-0.8349205613005051j),(-0.11324547220585798+0.057622209526795615j),(-0.3607163621137993-0.7487119086148171j),(-0.43945089251870995+0.1958368001359614j),(-0.2633210204548709+0.12132660164174458j),(-0.050683407578495356-0.0431043263428438j),(-0.050683407578495286-0.04310432634284374j),(-0.2893753442696968+0.13213240802101325j)
2258517034.068136,(0.004350974293670595+0.004457653613151258j),(-0.012505786359099214+0.005795501830634625j),(-0.5049208243221041-0.8101899495420655j),(-0.10697521654247327+0.06121827077157918j),(-0.3987587578049324-0.7357911509083697j),(-0.41995975352824155+0.20999498724860785j),(-0.2509616986762581+0.129811127179459j),(-0.05308103325858563-0.037199399316847674j),(-0.05308103325858555-0.037199399316847376j),(-0.2759732713944567+0.14140213084072814j)
2266533066.1322646,(0.004552437798341136+0.003972653362201317j),(-0.011938391922411182+0.006144918310008178j),(-0.5464915548278972-0.783255638647999j),(-0.10036058303634048+0.06414840418514176j),(-0.4371129044165497-0.7209966197917632j),(-0.3988987788321805+0.2223965825131402j),(-0.23769128901184916+0.1371275750391329j),(-0.05468932520567354-0.031129509428118055j),(-0.05468932520567392-0.031129509428117458j),(-0.2615680728566719+0.149417411659149j)
2274549098.196393,(0.004689887432316742+0.0034803390946637758j),(-0.01132704032676217+0.0064450169176280755j),(-0.5866803185303056-0.7541740595462478j),(-0.09347149792149374+0.06637927143321504j),(-0.4757092284484997-0.7041629506634897j),(-0.37638864908594855+0.2328477165750435j),(-0.22360303317695904+0.14316847708650138j),(-0.05548554504090297-0.025005554441379065j),(-0.055485545040903146-0.025005554441379294j),(-0.2462571138304831+0.15605851092175727j)
2282565130.260521,(0.004762723631134169+0.002989884322667946j),(-0.010674693123764345+0.006689347571834953j),(-0.6253732210963535-0.7230079894544266j),(-0.08638123790604255+0.06788475388433285j),(-0.5144485060170161-0.6851191695819212j),(-0.35257645943842025+0.24115338399501543j),(-0.2088041555484671+0.1478297213678392j),(-0.05546235753966875-0.01894440993625284j),(-0.055462357539668744-0.018944409936252488j),(-0.23015354179599523+0.16120841651150974j)
2290581162.3246493,(0.004771698889777909+0.00251075909139431j),(-0.009985362991840524+0.0068712748512963495j),(-0.6624579323551253-0.6898267801119162j),(-0.07916570574292836+0.06864632007586488j),(-0.5531986942257717-0.6636928156393247j),(-0.32763891032082604+0.24712104356620324j),(-0.1934169450400367+0.1510124069697377j),(-0.05462961906467676-0.013066982236295722j),(-0.05462961906467684-0.013066982236295877j),(-0.21338767102371772+0.16475495667233042j)
2298597194.3887777,(0.004719041554310244+0.002052534862262867j),(-0.009264252162450824+0.006984150476542307j),(-0.6978241512672555-0.6547065515561185j),(-0.07190265905663779+0.0686533243161497j),(-0.5917921365688408-0.6397150536731857j),(-0.3017851454855988+0.2505652637323891j),(-0.17757965010866747+0.15262514354772705j),(-0.053016007349207375-0.0074957489414663805j),(-0.05301600734920718-0.007495748941466283j),(-0.19610815443356958+0.16659344450081112j)
2306613226.4529057,(0.0046085555560124725+0.001624647481711483j),(-0.008517866845494+0.007021530954655297j),(-0.7313641239739116-0.6177303415784596j),(-0.0646708982178339+0.06790322936120609j),(-0.6300234129692016-0.6130268255543918j),(-0.2752589605405181+0.25131345598437205j),(-0.16144706253368216+0.15258681171813387j),(-0.05067035550235523-0.002351758012033699j),(-0.0506703555023547-0.002351758012034015j),(-0.17848279622466962+0.16662987362744447j)
2314629258.517034,(0.004445683325270955+0.0012361188619811059j),(-0.007754094626511034+0.006977439444019545j),(-0.7629732096950012-0.5789882013727352j),(-0.05754942026712518+0.06640174642759365j),(-0.6676481551147025-0.5834860216987277j),(-0.24834005631483536+0.2492126728054042j),(-0.14519064366446932+0.15082977017247945j),(-0.04766252729014928+0.0022489101629965098j),(-0.04766252729014873+0.0022489101629963523j),(-0.16069883291749112+0.16478464906051848j)
2322645290.5811625,(0.00423751770610481+0.0008952416487599812j),(-0.006982230442716605+0.006846667264663958j),(-0.792550487687811-0.5385772285083245j),(-0.05061654712097806+0.06416288634105168j),(-0.7043831844119126-0.550975562858871j),(-0.22134397569115521+0.24413735547022122j),(-0.1289980309633501+0.14730345364097255j),(-0.04408365163794946+0.0061991671752732935j),(-0.044083651637949195+0.006199167175273031j),(-0.14296249184878335+0.16099678817030016j)
2330661322.6452904,(0.003992748251048339+0.0006092357303527085j),(-0.00621293634618799+0.0066251059180119296j),(-0.8199993969721862-0.4966015292288847j),(-0.04394903751176558+0.061208916386255426j),(-0.7399083422782301-0.5154121665825436j),(-0.19462035092730745+0.23599780166854428j),(-0.11307175787334857+0.14197825310938778j),(-0.040045527346977826+0.00940531867682955j),(-0.04004552734697775+0.009405318676829713j),(-0.1254976305657245+0.15522846494541198j)
2338677354.709419,(0.0037215282841266406+0.0003838907314160367j),(-0.005458121305986843+0.0063100952102156105j),(-0.8452283991120346-0.45317210319573775j),(-0.03762119328255359+0.057570218424820074j),(-0.7738703584407083-0.47675543838304385j),(-0.16854911319477844+0.22474898892145764j),(-0.09762703193267915+0.13484950846292312j),(-0.03567902033566319+0.011791667593652851j),(-0.03567902033566327+0.011791667593653223j),(-0.10854327454465285+0.1474696988833546j)
2346693386.773547,(0.003435252027024771+0.00022321418058654507j),(-0.00473073023771994+0.005900767545302714j),(-0.8681516530538381-0.4084066451634706j),(-0.03170397173533403+0.053285045091879375j),(-0.805889030697704-0.43501678587607084j),(-0.14353438880553843+0.21039924829248627j),(-0.0828884500327161+0.12594137914688014j),(-0.031131311178066723+0.013305070356300026j),(-0.031131311178066796+0.013305070356300401j),(-0.09234991050815633+0.13774291423748553j)
2354709418.837675,(0.0031462362083828355+0.00012911014794567133j),(-0.0040444365978911795+0.005398363365625734j),(-0.8886896899021068-0.3624292596906916j),(-0.026264116674847925+0.048399172367928185j),(-0.8355658607441646-0.39026752250027597j),(-0.11999593588889544+0.19301815156546304j),(-0.06908558968398074+0.11531029860107002j),(-0.026561914578971297+0.013919131404792671j),(-0.026561914578970836+0.01391913140479166j),(-0.07717446287976268+0.12610702533232113j)
2362725450.9018035,(0.002867307971066879+0.00010111690077274638j),(-0.0034132402949605123+0.004806488981201985j),(-0.9067700746071592-0.31537008684401957j),(-0.021363321548544582+0.04296544854929039j),(-0.8624951033212933-0.3426454292293739j),(-0.09835816297279336+0.17274287713503012j),(-0.056447501965708476+0.10304767386095832j),(-0.02213748564293314+0.013637671192677253j),(-0.02213748564293292+0.013637671192677024j),(-0.06327398255562938+0.11266065182336218j)
2370741482.965932,(0.0026113102131762322+0.00013623349945074414j),(-0.002850982005761808+0.004131286671670838j),(-0.9223280409074299-0.26736483893415613j),(-0.017057438598183955+0.037043241596609905j),(-0.8862769483484465-0.2923590042462976j),(-0.07903700881188067+0.14978228167515312j),(-0.0451962416992705+0.08928147496421092j),(-0.018025546279491867+0.01249708265607114j),(-0.01802554627949118+0.01249708265607048j),(-0.05089820571079446+0.097544048307552j)
2378757515.03006,(0.002390545915556208+0.00022886329642363146j),(-0.0023707954155533107+0.0033814889176557103j),(-0.9353070855708953-0.21855425060125167j),(-0.013395748143196393+0.03069778900129916j),(-0.9065322884947263-0.23968867665845706j),(-0.06242523023457093+0.12441795098852365j),(-0.03553969377333039+0.07417638107725576j),(-0.01438739853808467+0.010567213028602813j),(-0.014387398538084753+0.010567213028602454j),(-0.040281284604437084+0.080939358912567j)
2386773547.0941887,(0.0022161932089797554+0.0003708963740147314j),(-0.0019845291103649312+0.0025683345578225263j),(-0.9456595080870283-0.16908344699482714j),(-0.010420301937915204+0.02399945662909118j),(-0.9229182610217308-0.18498440793120013j),(-0.048876908591435765+0.09700165123810303j),(-0.027664076154310567+0.05793221937577451j),(-0.011370623532648455+0.007950480468186418j),(-0.011370623532648286+0.007950480468186766j),(-0.03163313437504046+0.06306888849141971j)
2394789579.1583166,(0.0020977312582109997+0.0005519430000036976j),(-0.001702178182143588+0.0017053346358408081j),(-0.9533468825394327-0.11910123729535327j),(-0.008165353914029696+0.017022915403959726j),(-0.9351435350388907-0.12865935630355263j),(-0.03869220322496276+0.06794885352063412j),(-0.021726600387352697+0.040780549826456056j),(-0.009101673750270973+0.004779059504099588j),(-0.009101673750270874+0.0047790595040998005j),(-0.025130956751639857+0.04419121909813778j)
2402805611.2224445,(0.0020424217602175165+0.000759716893102981j),(-0.0015313703332633178+0.0008078889974123477j),(-0.958340449492462-0.06875934329359268j),(-0.006656890480475419+0.009846247079559303j),(-0.9429821880977047-0.07117961808261297j),(-0.03210350771442603+0.03772834351761898j),(-0.017848828764187388+0.022979406301176807j),(-0.007679130697378542+0.0012101373945102004j),(-0.007679130697378486+0.0012101373945101104j),(-0.020911569430714014+0.024595184296001497j)
2410821643.2865734,(0.002054890557679656+0.0009805519755094402j),(-0.0014769509754555838-0.0001072301799365633j),(-0.9606214173753678-0.018211575045366378j),(-0.005912270879918351+0.0025499925753019103j),(-0.9462850162471601-0.013050447804012178j),(-0.029264164549695413+0.006848316165557658j),(-0.01611126673935124+0.004806384550366388j),(-0.0071682005641038405-0.0025805636206769752j),(-0.00716820056410384-0.0025805636206772116j),(-0.01906516869026258+0.004591924190493189j)
