f,S11,S12,S21,S22
22350000.776499998,(0.2530100296833374+0.14687841407544697j),(0.1467136272375242+0.0690537420274861j),(0.14671362723752357+0.06905374202748601j),(0.2529525199969219+0.1470354244765063j)
22400000.776,(0.2535697762008034+0.146569825476454j),(0.1469495340949657+0.0688501089454889j),(0.14694953409496442+0.06885010894548876j),(0.2535129664409575+0.14672701079490674j)
22450000.7755,(0.254127952941029+0.146259378103071j),(0.14718432877590026+0.06864596195945273j),(0.14718432877590087+0.06864596195945274j),(0.2540718430307386+0.14641673460369226j)
22500000.775,(0.25468455623608666+0.1459470797390552j),(0.14741801315135922+0.0684413067990843j),(0.14741801315135897+0.06844130679908429j),(0.2546291460762846+0.14610460369727402j)
22550000.774499997,(0.2552395824483248+0.14563293815121273j),(0.14765058911296228+0.0682361491547394j),(0.1476505891129633+0.06823614915473943j),(0.25518487191803746+0.14579062585322766j)
22600000.774,(0.2557930279700945+0.1453169610893996j),(0.1478820585725594+0.06803049467749529j),(0.14788205857255945+0.0680304946774952j),(0.25573901692661416+0.14547480883226954j)
22650000.7735,(0.2563448892234792+0.1449991562865507j),(0.14811242346186151+0.06782434897921956j),(0.1481124234618615+0.06782434897921949j),(0.2562915775024967+0.14515716037832904j)
22700000.773,(0.25689516266001794+0.14467953145869356j),(0.14834168573208528+0.0676177176326477j),(0.14834168573208523+0.06761771763264768j),(0.256842550075789+0.14483768821852502j)
22750000.7725,(0.2574438447604242+0.144358094304997j),(0.14856984735359402+0.06741060617145525j),(0.14856984735359416+0.0674106061714553j),(0.2573919311059248+0.14451640006321842j)
22800000.772,(0.2579909320343247+0.1440348525077876j),(0.1487969103155438+0.06720302009033768j),(0.14879691031554268+0.06720302009033759j),(0.2579397170814174+0.14419330360601437j)
22850000.7715,(0.2585364210200102+0.14370981373254665j),(0.14902287662552843+0.06699496484508954j),(0.14902287662552738+0.06699496484508932j),(0.2584859045195694+0.14386840652382105j)
22900000.770999998,(0.2590803082841327+0.14338298562800425j),(0.14924774830923487+0.06678644585268383j),(0.1492477483092345+0.0667864458526837j),(0.25903048996622774+0.14354171647685265j)
22950000.7705,(0.2596225904214758+0.1430543758261165j),(0.14947152741009445+0.06657746849135837j),(0.14947152741009398+0.06657746849135826j),(0.25957346999551495+0.14321324110866698j)
23000000.77,(0.2601632640546778+0.14272399194213312j),(0.14969421598893617+0.06636803810069707j),(0.14969421598893676+0.06636803810069707j),(0.2601148412095653+0.14288298804620628j)
23050000.7695,(0.2607023258339946+0.1423918415745926j),(0.14991581612365013+0.0661581599817204j),(0.14991581612364924+0.06615815998172031j),(0.2606546002382855+0.14255096489980382j)
23100000.768999998,(0.2612397724370139+0.14205793230541294j),(0.15013632990884274+0.06594783939696908j),(0.15013632990884296+0.06594783939696913j),(0.2611927437390698+0.14221717926325983j)
23150000.7685,(0.2617756005684337+0.1417222716998766j),(0.15035575945550653+0.0657370815705985j),(0.15035575945550658+0.0657370815705985j),(0.26172926839657745+0.14188163871383597j)
23200000.768,(0.2623098069597896+0.14138486730670713j),(0.15057410689068357+0.06552589168846686j),(0.1505741068906817+0.06552589168846659j),(0.2622641709224579+0.14154435081232902j)
23250000.7675,(0.2628423883692236+0.1410457266580807j),(0.15079137435713008+0.06531427489822948j),(0.15079137435712958+0.06531427489822948j),(0.26279744805512173+0.14120532310307918j)
23300000.767,(0.26337334158121495+0.14070485726970552j),(0.15100756401299834+0.0651022363094342j),(0.15100756401299678+0.06510223630943403j),(0.2633290965594888+0.14086456311402276j)
23350000.7665,(0.2639026634063702+0.1403622666408128j),(0.15122267803149925+0.06488978099361623j),(0.15122267803149847+0.06488978099361611j),(0.2638591132267349+0.14052207835674196j)
23400000.766,(0.2644303506811557+0.14001796225423993j),(0.15143671860058722+0.064676913984397j),(0.15143671860058752+0.06467691398439704j),(0.26438749487406105+0.1401778763265016j)
23450000.765499998,(0.26495640026766665+0.1396719515764671j),(0.15164968792263483+0.06446364027758289j),(0.151649687922636+0.06446364027758297j),(0.2649142383444601+0.1398319645022718j)
23500000.765,(0.2654808090533885+0.13932424205766064j),(0.15186158821411758+0.06424996483126563j),(0.15186158821411788+0.06424996483126566j),(0.26543934050646467+0.13948435034680678j)
23550000.7645,(0.2660035739509685+0.1389748411317147j),(0.1520724217052932+0.06403589256592436j),(0.15207242170529253+0.06403589256592436j),(0.26596279825392277+0.1391350413066698j)
23600000.764,(0.26652469189798295+0.13862375621630266j),(0.15228219063989284+0.06382142836452995j),(0.15228219063989218+0.06382142836452995j),(0.26648460850575695+0.1387840448122944j)
23650000.763499998,(0.2670441598566953+0.1382709947129407j),(0.15249089727480933+0.06360657707264822j),(0.15249089727480905+0.06360657707264813j),(0.2670047682057442+0.13843136827801764j)
23700000.763,(0.2675619748138447+0.13791656400701724j),(0.15269854387978754+0.06339134349854812j),(0.1526985438797867+0.06339134349854797j),(0.2675232743222947+0.13807701910212106j)
23750000.7625,(0.26807813378041345+0.1375604714678544j),(0.15290513273711845+0.06317573241330675j),(0.15290513273711878+0.06317573241330675j),(0.2680401238481934+0.13772100466692783j)
23800000.762,(0.268592633791386+0.13720272444878337j),(0.15311066614133978+0.06295974855091974j),(0.1531106661413392+0.06295974855091963j),(0.26855531380041714+0.1373633323387929j)
23850000.761499997,(0.2691054719055765+0.13684333028713033j),(0.15331514639892638+0.06274339660841183j),(0.1533151463989266+0.06274339660841179j),(0.26906884121988794+0.13700400946819613j)
23900000.761,(0.2696166452053512+0.1364822963043543j),(0.15351857582800257+0.06252668124594556j),(0.15351857582800255+0.06252668124594547j),(0.26958070317125177+0.13664304338979583j)
23950000.7605,(0.27012615079644625+0.13611962980605827j),(0.1537209567580366+0.06230960708693576j),(0.153720956758037+0.06230960708693574j),(0.27009089674269177+0.13628044142243848j)
24000000.759999998,(0.27063398580775155+0.13575533808203633j),(0.1539222915295537+0.0620921787181626j),(0.1539222915295533+0.062092178718162555j),(0.27059941904566776+0.13591621086928218j)
24050000.7595,(0.2711401473910797+0.1353894284063697j),(0.15412258249384067+0.061874400689885097j),(0.15412258249384025+0.061874400689885034j),(0.2711062672147379+0.13555035901780324j)
24100000.759,(0.2716446327209807+0.13502190803743674j),(0.15432183201265787+0.06165627751595995j),(0.15432183201265887+0.06165627751595987j),(0.27161143840734503+0.13518289313985093j)
24150000.7585,(0.27214743899450705+0.13465278421802357j),(0.15452004245795706+0.06143781367395406j),(0.1545200424579571+0.061437813673954136j),(0.27211492980358465+0.13481382049174942j)
24200000.757999998,(0.2726485634310349+0.1342820641753313j),(0.15471721621158913+0.061219013605267644j),(0.1547172162115894+0.06121901360526759j),(0.2726167386060305+0.13444314831430018j)
24250000.7575,(0.2731480032720304+0.13390975512108788j),(0.15491335566503023+0.06099988171524765j),(0.15491335566503114+0.06099988171524762j),(0.27311686203949503+0.13407088383289908j)
24300000.757,(0.2736457557808678+0.133535864251578j),(0.1551084632190993+0.0607804223733126j),(0.15510846321910013+0.060780422373312604j),(0.27361529735085954+0.1336970342575441j)
24350000.7565,(0.27414181824263495+0.13316039874769367j),(0.15530254128367915+0.06056063991307187j),(0.1553025412836796+0.06056063991307187j),(0.274112041808857+0.13332160678292426j)
24400000.755999997,(0.27463618796390243+0.1327833657750504j),(0.1554955922774454+0.06034053863244615j),(0.15549559227744586+0.06034053863244619j),(0.2746070927038727+0.1329446085884826j)
24450000.7555,(0.2751288622725729+0.13240477248397878j),(0.15568761862759173+0.060120122793793376j),(0.15568761862759153+0.06012012279379336j),(0.27510044734775124+0.1325660468384723j)
24500000.755,(0.27561983851763844+0.13202462600966508j),(0.1558786227695605+0.0598993966240306j),(0.15587862276956094+0.059899396624030515j),(0.27559210307360965+0.13218592868200604j)
24550000.754499998,(0.27610911406903754+0.13164293347214115j),(0.15606860714677617+0.05967836431475931j),(0.15606860714677584+0.05967836431475932j),(0.27608205723562895+0.13180426125315167j)
24600000.754,(0.2765966863174241+0.1312597019764105j),(0.1562575742103771+0.05945703002239175j),(0.1562575742103773+0.05945703002239169j),(0.27657030720887993+0.131421051670965j)
24650000.7535,(0.2770825526740013+0.13087493861248328j),(0.1564455264189563+0.05923539786827675j),(0.1564455264189554+0.059235397868276654j),(0.2770568503891244+0.13103630703957014j)
24700000.753,(0.2775667105703307+0.13048865045544894j),(0.15663246623829438+0.059013471938827014j),(0.15663246623829677+0.059013471938827014j),(0.27754168419262665+0.13065003444823806j)
24750000.752499998,(0.2780491574581442+0.13010084456555143j),(0.15681839614111226+0.05879125628564882j),(0.1568183961411123+0.05879125628564871j),(0.27802480605598534+0.13026224097141473j)
24800000.752,(0.2785298908091672+0.12971152798824623j),(0.15700331860679823+0.05856875492566912j),(0.15700331860679942+0.05856875492566911j),(0.27850621343592885+0.12987293366883293j)
24850000.7515,(0.27900890811493445+0.12932070775427695j),(0.15718723612116994+0.05834597184126694j),(0.15718723612116947+0.05834597184126684j),(0.2789859038091533+0.12948211958554157j)
24900000.751,(0.279486206886618+0.1289283908797326j),(0.15737015117620967+0.05812291098040338j),(0.15737015117620984+0.058122910980403335j),(0.2794638746721307+0.12908980575200113j)
24950000.750499997,(0.2799617846548337+0.12853458436614554j),(0.15755206626982424+0.057899576256752315j),(0.15755206626982518+0.05789957625675228j),(0.27994012354093906+0.12869599918413885j)
25000000.75,(0.2804356389694905+0.128139295200524j),(0.157732983905592+0.05767597154983431j),(0.15773298390559223+0.0576759715498342j),(0.28041464795108806+0.12830070688341474j)
25050000.7495,(0.2809077673995998+0.12774253035544897j),(0.1579129065925177+0.0574521007051469j),(0.15791290659251753+0.05745210070514682j),(0.28088744545733674+0.12790393583691098j)
25100000.748999998,(0.28137816753310996+0.12734429678913953j),(0.1580918368447901+0.057227967534300664j),(0.15809183684479056+0.05722796753430061j),(0.2813585136335385+0.1275056930173662j)
25150000.7485,(0.2818468369767409+0.12694460144551262j),(0.15826977718154187+0.05700357581515171j),(0.1582697771815419+0.0570035758151517j),(0.28182785007245714+0.12710598538327864j)
25200000.748,(0.28231377335581037+0.12654345125427433j),(0.15844673012660906+0.0567789292919358j),(0.15844673012660926+0.05677892929193577j),(0.2822954523855916+0.12670481987898885j)
25250000.7475,(0.2827789743140657+0.12614085313098927j),(0.15862269820829444+0.05655403167540678j),(0.15862269820829292+0.056554031675406805j),(0.2827613182030567+0.12630220343466528j)
25300000.746999998,(0.28324243751353795+0.12573681397712813j),(0.15879768395913035+0.05632888664296836j),(0.15879768395913188+0.05632888664296827j),(0.2832254451733434+0.1258981429665137j)
25350000.7465,(0.2837041606343616+0.1253313406801676j),(0.1589716899156547+0.05610349783881535j),(0.1589716899156546+0.056103497838815276j),(0.28368783096323086+0.1254926453767146j)
25400000.746,(0.2841641413746235+0.12492444011365494j),(0.1591447186181677+0.05587786887406694j),(0.1591447186181671+0.05587786887406691j),(0.2841484732575771+0.12508571755358794j)
25450000.7455,(0.2846223774501929+0.12451611913729509j),(0.15931677261051225+0.05565200332690657j),(0.1593167726105128+0.05565200332690646j),(0.28460736975918294+0.12467736637161678j)
25500000.744999997,(0.2850788665945827+0.12410638459699813j),(0.15948785443984645+0.055425904742719245j),(0.1594878544398472+0.05542590474271914j),(0.2850645181886238+0.12426759869154841j)
25550000.7445,(0.2855336065587864+0.12369524332496673j),(0.15965796665641513+0.05519957663423185j),(0.15965796665641557+0.055199576634231806j),(0.2855199162841069+0.12385642136044227j)
25600000.744,(0.28598659511111973+0.1232827021397808j),(0.15982711181333062+0.05497302248165016j),(0.1598271118133312+0.054973022481650084j),(0.2859735618013023+0.12344384121177263j)
25650000.743499998,(0.2864378300370735+0.12286876784646364j),(0.15999529246635286+0.05474624573280147j),(0.1599952924663522+0.05474624573280139j),(0.2864254525132091+0.1230298650654667j)
25700000.743,(0.28688730913917015+0.12245344723655006j),(0.16016251117366692+0.054519249803272024j),(0.16016251117366642+0.05451924980327196j),(0.28687558620998466+0.12261449972802138j)
25750000.7425,(0.2873350302368008+0.12203674708818334j),(0.1603287704956713+0.05429203807654932j),(0.16032877049567235+0.054292038076549184j),(0.2873239606988112+0.12219775199255058j)
25800000.742,(0.287780991166098+0.12161867416615821j),(0.1604940729947632+0.054064613904164796j),(0.16049407299476248+0.05406461390416477j),(0.2877705738037535+0.12177962863884594j)
25850000.741499998,(0.2882251897797728+0.12119923522203761j),(0.1606584212351192+0.053836980605831426j),(0.1606584212351206+0.05383698060583138j),(0.2882154233655914+0.12136013643349942j)
25900000.741,(0.28866762394698253+0.1207784369941953j),(0.16082181778249727+0.053609141469589935j),(0.1608218177824962+0.05360914146958998j),(0.28865850724169767+0.12093928212993364j)
25950000.7405,(0.28910829155319345+0.12035628620789811j),(0.16098426520401182+0.0533810997519498j),(0.16098426520401254+0.05338109975194968j),(0.28909982330589007+0.12051707246849763j)
26000000.74,(0.2895471905000237+0.11993278957540598j),(0.16114576606794428+0.05315285867803083j),(0.16114576606794354+0.053152858678030795j),(0.2895393694482924+0.12009351417653097j)
26050000.739499997,(0.2899843187051185+0.11950795379602785j),(0.1613063229435246+0.052924421441707226j),(0.16130632294352487+0.05292442144170719j),(0.2899771435751818+0.1196686139684714j)
26100000.739,(0.29041967410202135+0.11908178555618681j),(0.1614659384007365+0.05269579120575328j),(0.16146593840073703+0.052695791205753205j),(0.29041314360887494+0.11924237854588368j)
26150000.7385,(0.2908532546400132+0.1186542915295358j),(0.16162461501011371+0.05246697110198376j),(0.16162461501011355+0.05246697110198367j),(0.2908473674875775+0.11881481459756872j)
26200000.737999998,(0.29128505828400475+0.11822547837700104j),(0.16178235534253904+0.05223796423140048j),(0.16178235534253896+0.05223796423140043j),(0.2912798131652561+0.11838592879962599j)
26250000.7375,(0.2917150830143902+0.11779535274687399j),(0.16193916196905167+0.052008773664336184j),(0.1619391619690511+0.052008773664336115j),(0.2917104786114989+0.11795572781554634j)
26300000.737,(0.29214332682692673+0.1173639212748768j),(0.16209503746064655+0.05177940244060021j),(0.16209503746064677+0.051779402440600156j),(0.29213936181139394+0.11752421829626644j)
26350000.7365,(0.2925697877325877+0.11693119058427376j),(0.16224998438808583+0.05154985356962166j),(0.1622499843880871+0.05154985356962151j),(0.29256646076539355+0.11709140688026293j)
26400000.735999998,(0.2929944637574618+0.11649716728589456j),(0.16240400532170432+0.05132013003059859j),(0.16240400532170485+0.05132013003059849j),(0.29299177348919797+0.11665730019360349j)
26450000.7355,(0.2934173529426045+0.11606185797826543j),(0.16255710283121974+0.05109023477263891j),(0.16255710283121813+0.05109023477263903j),(0.2934152980136068+0.11622190485007239j)
26500000.735,(0.293838453343926+0.11562526924765203j),(0.16270927948554245+0.05086017071491112j),(0.16270927948554198+0.050860170714911127j),(0.293837032384416+0.11578522745119742j)
26550000.7345,(0.2942577630320608+0.11518740766815908j),(0.16286053785259616+0.050629940746786686j),(0.16286053785259574+0.05062994074678673j),(0.29425697466228384+0.1153472745863581j)
