9,1.3,1,0.8,0.414752954,0.488493175,0.572963279,0.685100845,0.804854478,0.957665416,1.142223437,1.368429217,1.643073025,1.906907931,1.959387175,1.744096066,1.509906628,1.332049291,1.202922774,1.115245396,1.058036338,1.021218203,1.008755783,1.017873424,1.03706369,1.06881099,1.111641646,1.164462082,1.230532228,1.302391752,1.386446842,1.478559843,1.586774736,1.717435269,1.904046249,2.261656311,2.251151117,2.087706326,2.084101592,2.079018986,2.053016428,2.049508487,2.054564805,2.04561346,2.013901338,1.964323632,1.905972374,1.850948382,1.804099516,1.770892314,1.750409545,1.746897271,1.758493704,1.785175729,1.821159094,1.868112798,1.908077205,1.932331002,1.946965558,1.942458627,1.922561336,1.878145689,1.831361282,1.786234245,1.739459122
8,1.3,1.5,1,0.044024795,0.086723313,0.13268312,0.208567093,0.268377086,0.33897687,0.42483489,0.532421202,0.683309188,0.872243876,1.148819523,1.549217539,2.114287462,1.997530191,1.457860422,1.157008175,0.975055481,0.866872755,0.803822753,0.771909704,0.762227223,0.76888899,0.787904895,0.816518559,0.852797217,0.895370659,0.949184208,1.00246437,1.060005654,1.121488893,1.191075291,1.260701983,1.333950252,1.414390507,1.497585943,1.581803417,1.670298214,1.759963606,1.850806219,1.961016847,2.175341053,2.413033912,2.074047366,1.956615556,1.904822043,1.902835859,1.94719964,2.055725294,2.182679971,2.206199501,2.090368293,1.957194553,1.854651397,1.788798599,1.754338536,1.743069586,1.752358995,1.777400433,1.809990537,1.845741512,1.879906619
8.5,1.1,2,0.2,0.386190085,0.456996922,0.537922245,0.644975778,0.75951253,0.9054714,1.077640201,1.302490689,1.575345003,1.871592642,2.001677602,1.804998775,1.545737889,1.348291338,1.20483955,1.106048373,1.035342945,0.994121461,0.973007553,0.968292408,0.977107322,1.002526986,1.032756254,1.071119218,1.116413507,1.171586602,1.228719326,1.29044641,1.359843387,1.431626529,1.526313225,1.624796937,1.67173376,1.749277008,1.874843125,2.272494049,2.097822777,2.14707278,2.298736692,2.149224243,1.99778526,1.905591553,1.844274982,1.798434489,1.769720899,1.73793118,1.722148436,1.720209704,1.729311482,1.747841785,1.774612954,1.803250037,1.83113354,1.853010929,1.864830864,1.864666309,1.852532794,1.82898542,1.799438188,1.76766439,1.775997133
8.5,0.5,0.5,0.8,0.544725179,0.646543169,0.752132871,0.884255491,1.034807353,1.227151292,1.450599652,1.703900711,1.900737761,1.875638667,1.676952833,1.47891118,1.326538189,1.217468576,1.148293989,1.110521995,1.099975124,1.11355648,1.149132889,1.205482466,1.28629914,1.386014184,1.514088473,1.674958486,1.877517206,2.164799759,2.476370139,2.142848965,2.026009862,2.002200375,2.046767506,2.090481325,2.080483707,2.026493884,1.966960995,1.932160804,1.930796225,1.955220831,1.98790337,2.007219364,1.993713125,1.946772563,1.879447029,1.804732122,1.730779394,1.661496244,1.598403533,1.5450989,1.499576802,1.453558657,1.419270422,1.392871369,1.372413768,1.365126628,1.374515287,1.400552565,1.444205184,1.528388421,1.662597759,1.863476369,2.136913031
8.5,1.3,1,0.4,0.387404596,0.455038461,0.531820356,0.633549599,0.741397103,0.878999001,1.041377178,1.254824799,1.518940389,1.826604644,2.033828642,1.870410818,1.589966501,1.373330785,1.220461987,1.117771976,1.050839385,1.007534542,0.990405227,0.995655646,1.01087659,1.037917135,1.074705861,1.119552632,1.175087077,1.232831772,1.29500643,1.36414087,1.432804503,1.505882128,1.580218976,1.688913626,1.72441587,1.81481109,2.122056264,1.978090997,1.902627215,2.141724925,2.13195234,1.873564735,1.804361004,1.765712436,1.74108049,1.730797566,1.736241248,1.744505569,1.768406134,1.802379982,1.838737043,1.874168937,1.899376955,1.909848507,1.903890212,1.881068575,1.841641485,1.798125911,1.750416625,1.707294465,1.665067223,1.618350014,1.586019186
8,1.3,1,0.2,0.354737875,0.420523396,0.495032753,0.593089871,0.697206383,0.822835569,0.985986792,1.187890976,1.446199486,1.760205953,2.027697182,1.925301331,1.627583853,1.393562771,1.229976821,1.121170002,1.051083874,1.006605852,0.989615656,0.995962823,1.012845918,1.041937137,1.081019676,1.128297273,1.186642545,1.24696853,1.314878616,1.38359988,1.458081656,1.530918325,1.600823994,1.669358557,1.729850102,1.782990173,1.824001958,1.862046752,1.983098125,1.977414974,1.941215349,2.28174468,2.008161981,1.821524264,1.755437306,1.74112638,1.746780486,1.766328544,1.795511386,1.832155241,1.865380845,1.885624223,1.895062134,1.888360364,1.866261155,1.833154526,1.793695859,1.743199063,1.695025748,1.650999695,1.604110833,1.563458372,1.526060389
8.5,0.3,1.5,0.4,0.571098779,0.682575776,0.799859215,0.947229353,1.121382232,1.328772212,1.571734878,1.797806014,1.876526578,1.738858093,1.541661015,1.373121393,1.247733109,1.162833152,1.110204083,1.086149773,1.088237286,1.115329623,1.167670044,1.250603146,1.363034822,1.521333891,1.733117959,2.01356099,2.377233811,2.321202224,1.937634605,1.775225975,1.723098977,1.741774756,1.798373716,1.86640083,1.924716102,1.955163251,1.951310665,1.924190084,1.888604646,1.86087609,1.850858989,1.858925067,1.880343095,1.90547042,1.92256567,1.921982406,1.900162839,1.859085436,1.807810076,1.749954296,1.693142412,1.635994849,1.584105307,1.536081725,1.490119423,1.450572147,1.41611962,1.388551727,1.355136875,1.331382002,1.308985718,1.291569333,1.278702741
8.5,0.7,0.5,0.8,0.521734583,0.615582574,0.711567545,0.823946901,0.966988816,1.136913668,1.345729835,1.591313886,1.842359581,1.95140032,1.80214374,1.579077572,1.394826315,1.260735769,1.171237551,1.115620396,1.0883612,1.085113793,1.102543502,1.138137262,1.190074733,1.261348811,1.344265427,1.445913548,1.564347586,1.703674003,1.881641923,2.164387144,2.376839433,2.172292545,2.123596881,2.127611124,2.140957104,2.111913634,2.043756603,1.973561389,1.925644361,1.907436594,1.919126641,1.950335175,1.986410079,2.005636617,1.995164284,1.953055564,1.890855262,1.820402232,1.749659402,1.682852058,1.625469616,1.572193128,1.523652093,1.48272839,1.452608462,1.431881129,1.423930171,1.43099619,1.456439384,1.514355283,1.618563232,1.794646944,2.055403193
9.5,1.3,2,1,0.443822853,0.514698439,0.608477358,0.705075507,0.820112607,0.969553481,1.151340019,1.381566828,1.664037538,1.951506432,2.005129067,1.753824857,1.497011788,1.309323758,1.175445868,1.085932189,1.024873779,0.994283874,0.985307347,0.994729349,1.025505494,1.066216785,1.12047826,1.191601752,1.272942639,1.371494217,1.485834969,1.61937869,1.780189493,1.980768336,2.241562825,2.384917773,2.184790635,2.078619295,1.980725732,1.88300407,1.793902716,1.728029081,1.687915179,1.673282067,1.689800168,1.704601648,1.750389297,1.826022898,1.865571102,1.922111303,1.976065268,1.987135019,1.979787679,1.946771201,1.89803717,1.843413257,1.790381487,1.743504043,1.704790557,1.678065872,1.661865621,1.656264137,1.660881869,1.674949962,1.69733479
9.5,0.7,1.5,1.2,0.604754268,0.701312241,0.814098255,0.95759787,1.127670525,1.335654378,1.576739377,1.815099364,1.909169122,1.768940436,1.557465734,1.378084625,1.245075344,1.15502801,1.099150732,1.073969162,1.077521922,1.109401913,1.170840686,1.268661544,1.406590399,1.598475392,1.875193863,2.241290351,2.285385941,2.245861197,2.11178903,1.868589427,1.863501472,1.625953423,1.552393937,1.529798666,1.536531954,1.565318307,1.614167812,1.67807211,1.780734021,1.911865115,1.878879413,1.924918987,1.95625687,1.961732012,1.944193657,1.908964403,1.868059034,1.831435216,1.807801843,1.799111418,1.810714391,1.838014545,1.872414971,1.911229604,1.942798405,1.962627548,1.950157242,1.91944457,1.875684572,1.823537141,1.771360152,1.720631226,1.680601039
8,0.5,1,0.8,0.433384934,0.507146856,0.603416842,0.703945569,0.823685854,0.978138691,1.166491672,1.404556327,1.693239304,1.96590213,1.962427662,1.701560481,1.462167001,1.291935804,1.176393107,1.106541601,1.071017076,1.063665137,1.079969361,1.116665032,1.171481648,1.247275132,1.336094718,1.445101903,1.571249208,1.716598751,1.875669443,2.042760274,2.266317532,2.431203248,2.076353616,2.09091035,1.978328267,2.031500864,2.084624976,2.084936889,2.031880775,1.967851402,1.921691776,1.903669047,1.911995435,1.934032614,1.954136354,1.957655006,1.937045857,1.894349238,1.8364658,1.772364039,1.708119334,1.647110782,1.587872475,1.535513422,1.487980125,1.4454285,1.407132223,1.371706872,1.357338021,1.316501876,1.292133019,1.271818274,1.260596964
8,1.1,1,1.2,0.201058695,0.252444245,0.308962674,0.372905171,0.447206565,0.535777051,0.656454258,0.794694336,0.981001463,1.227229201,1.569983326,2.007819807,2.118118988,1.667982277,1.354231586,1.157446965,1.035419251,0.95859231,0.920898277,0.909164231,0.917245224,0.94084328,0.982472213,1.029689188,1.085899352,1.150050608,1.225864306,1.304898605,1.393720942,1.486045932,1.58678008,1.691835385,1.800039216,1.913157023,2.054763995,2.319120023,2.269247909,2.037915606,1.93345083,1.883423013,1.869662375,1.913804193,1.99566069,2.101263131,2.173023771,2.152651046,2.062666497,1.967760743,1.902095329,1.869544905,1.868435116,1.890430043,1.923510948,1.9557358,1.975130328,1.97304351,1.94781614,1.903455624,1.848694841,1.789636359,1.731812186
