9,1.3,1,0.8,11,1.959387175
8,1.3,1.5,1,13,2.114287462
8.5,1.1,2,0.2,11,2.001677602
8.5,0.5,0.5,0.8,27,2.476370139
8.5,1.3,1,0.4,11,2.033828642
8,1.3,1,0.2,11,2.027697182
8.5,0.3,1.5,0.4,25,2.377233811
8.5,0.7,0.5,0.8,29,2.376839433
9.5,1.3,2,1,31,2.241562825
9.5,0.7,1.5,1.2,25,2.285385941
8,0.5,1,0.8,30,2.431203248
8,1.1,1,1.2,13,2.118118988
8,0.7,1,0.2,10,1.971597098
8,1.1,2,0.4,12,2.086018417
9.5,0.7,0.5,1.2,24,2.328040592
9.5,0.7,0.5,0.2,26,2.320036455
9.5,1.3,0.5,0.6,29,2.545698505
9,0.9,2,1,30,2.343114198
9,0.7,2.5,1.2,30,2.334228615
8.5,0.9,2,1.2,12,2.082584474
9,0.7,2.5,0.2,31,2.589429302
8.5,0.7,2,0.8,31,2.392974514
9.5,1.1,2,0.2,30,2.420299737
9.5,0.7,0.5,0.8,24,2.305697954
9,0.9,2.5,0.8,31,2.181533387
9,1.3,2,0.6,11,1.99857374
8.5,0.5,1,0.2,27,2.338311927
9.5,0.5,2,1.2,24,2.341332394
9,0.9,0.5,0.2,30,2.50091244
9,0.9,0.5,0.6,28,2.429154485
9,0.7,2,0.8,28,2.345705259
9,1.3,1,0.6,10,1.951431324
8,0.9,0.5,1.2,12,2.113585974
9,0.3,1.5,0.6,23,2.544860713
9.5,1.3,0.5,0.4,29,2.570660655
8,0.9,2.5,1,13,2.220599324
9.5,1.1,1.5,0.4,28,2.385901585
9.5,1.3,0.5,0.8,30,2.37998182
9.5,0.3,1.5,0.8,22,2.31318571
9,1.1,1,1.2,30,2.355663487
8.5,0.5,1.5,1,28,2.363674264
9.5,0.5,2.5,0.4,25,2.430838248
9,1.3,1,0.2,10,1.896858928
8.5,0.5,2.5,0.6,31,2.477838568
9.5,0.7,1.5,0.4,25,2.408989218
8,0.7,0.5,0.4,10,1.993572613
9.5,0.3,0.5,1.2,21,2.308198732
8.5,1.1,0.5,1,11,2.023379841
8,0.3,1.5,0.4,28,2.476994524
8.5,0.9,0.5,1,31,2.280716492
9.5,1.3,2,0.6,31,2.056141057
9.5,0.5,2.5,0.6,25,2.469988702
8.5,0.9,0.5,0.8,31,2.331210496
9,1.3,0.5,0.8,31,1.97444141
8.5,1.3,0.5,0.2,10,1.930410497
9,1.1,0.5,0.6,30,2.237193309
8,1.1,1.5,1,13,2.199940824
8.5,0.9,2,1,12,2.119306484
8,1.1,2.5,0.4,12,2.148458197
9.5,0.7,1,0.6,23,2.34074648
8,1.3,2,0.8,14,2.073799778
9.5,0.3,2.5,0.4,23,2.407552262
9,1.3,0.5,0.4,10,1.906432909
8.5,0.7,1.5,0.4,30,2.47953264
9.5,0.9,0.5,1,26,2.426880571
9,1.1,0.5,1.2,31,2.430328367
9.5,1.3,1.5,1,30,2.327269113
9.5,1.1,1,0.6,27,2.378892798
8.5,0.3,2,0.8,26,2.471351275
8.5,0.9,2.5,1,12,2.139501853
8.5,0.5,2,1,29,2.43762743
9,0.7,1,0.8,26,2.384598346
8.5,0.9,1,0.4,31,2.181487112
8,1.1,1.5,0.4,12,2.037072147
8.5,0.7,0.5,0.6,29,2.522451626
